280,424,393,424,393,444,280,444
400,424,465,424,465,443,400,443
296,456,328,456,328,475,296,475
404,456,438,456,438,473,404,473
441,456,484,456,484,473,441,473
256,457,292,457,292,476,256,476
329,457,366,457,366,473,329,473
371,457,403,457,403,476,371,476
136,486,169,486,169,504,136,504
246,524,300,524,300,555,246,555
369,524,422,524,422,555,369,555
427,526,500,526,500,555,427,555
305,528,364,528,364,555,305,555
544,564,584,564,584,585,544,585
267,566,292,566,292,587,267,587
313,566,355,566,355,585,313,585
387,565,426,567,425,586,386,583
428,566,460,566,460,588,428,588
481,566,542,566,542,585,481,585
152,568,187,568,187,587,152,587
190,566,241,569,239,591,189,587
143,597,276,595,277,617,144,619
291,596,349,598,348,620,290,618
384,596,419,596,419,616,384,616
472,596,504,596,504,617,472,617
507,596,537,596,537,620,507,620
545,596,572,596,572,617,545,617
275,598,288,598,288,616,275,616
422,597,469,600,468,619,421,617
350,600,380,600,380,616,350,616
299,627,336,627,336,643,299,643
408,627,435,627,435,648,408,648
432,627,470,627,470,648,432,648
560,627,596,627,596,648,560,648
534,628,563,628,563,648,534,648
138,663,276,661,277,683,139,685
278,659,339,664,337,687,277,682
400,662,414,662,414,681,400,681
339,663,397,665,396,685,338,683
417,664,452,664,452,686,417,686
456,664,483,664,483,683,456,683
299,692,336,692,336,710,299,710
406,692,436,692,436,715,406,715
433,692,470,692,470,713,433,713
561,692,598,692,598,713,561,713
534,694,564,694,564,715,534,715
137,728,288,728,288,750,137,750
328,728,364,728,364,752,328,752
403,728,440,728,440,752,403,752
441,728,472,728,472,752,441,752
473,728,521,728,521,750,473,750
545,728,572,728,572,747,545,747
289,729,326,729,326,752,289,752
366,729,401,729,401,747,366,747
523,731,540,731,540,747,523,747
561,756,596,756,596,777,561,777
299,758,336,758,336,774,299,774
406,758,436,758,436,780,406,780
433,758,470,758,470,779,433,779
534,758,563,758,563,777,534,777
131,794,182,798,180,823,129,819
182,800,212,800,212,820,182,820
281,806,291,806,291,819,281,819
563,824,600,824,600,844,563,844
133,823,184,828,181,852,131,847
536,825,566,825,566,844,536,844
182,827,232,830,231,851,181,849
132,852,176,852,176,875,132,875
240,854,275,854,275,873,240,873
179,856,238,856,238,875,179,875
536,856,564,856,564,875,536,875
563,856,600,856,600,875,563,875
361,857,404,857,404,878,361,878
454,896,590,894,590,913,454,916
156,896,182,896,182,916,156,916
184,897,217,897,217,915,184,915
220,897,399,897,399,918,220,918
401,897,454,897,454,921,401,921
310,928,344,928,344,945,310,945
346,929,397,925,399,946,347,950
401,928,438,928,438,945,401,945
202,946,233,948,231,965,200,962
235,948,272,948,272,964,235,964
328,950,363,950,363,968,328,968
366,950,400,950,400,969,366,969
465,950,520,950,520,968,465,968
276,952,299,952,299,966,276,966
302,952,324,952,324,966,302,966
403,952,425,952,425,968,403,968
428,952,462,952,462,969,428,969
