281,111,466,121,462,187,277,176
480,131,720,141,717,196,478,186
328,210,446,219,444,246,326,238
448,217,529,225,527,250,446,242
529,222,585,222,585,249,529,249
588,224,622,224,622,246,588,246
625,224,672,224,672,251,625,251
390,249,483,251,483,276,389,273
483,252,548,252,548,276,483,276
548,256,609,256,609,280,548,280
347,284,463,289,462,328,346,324
555,292,649,297,647,336,553,332
469,296,547,299,546,332,467,330
196,339,232,339,232,361,196,361
323,345,379,345,379,371,323,371
380,352,414,352,414,372,380,372
499,352,532,352,532,376,499,376
536,352,623,357,622,382,534,377
193,372,228,372,228,395,193,395
233,374,283,374,283,396,233,396
501,384,572,388,570,417,499,413
672,396,787,399,787,423,671,419
192,409,236,409,236,432,192,432
240,411,296,411,296,435,240,435
323,416,384,416,384,438,323,438
499,421,543,424,541,447,498,444
545,428,579,428,579,446,545,446
730,432,790,436,788,459,728,455
188,449,240,449,240,473,188,473
242,452,316,449,317,476,243,479
328,454,393,454,393,478,328,478
299,497,344,497,344,523,299,523
350,500,400,500,400,524,350,524
497,507,526,507,526,529,497,529
595,510,620,510,620,532,595,532
619,510,654,510,654,534,619,534
726,512,794,515,793,549,725,546
219,538,310,541,310,565,218,563
313,542,380,542,380,566,313,566
384,543,443,545,443,570,383,567
484,563,536,563,536,588,484,588
577,566,608,566,608,588,577,588
609,566,654,566,654,590,609,590
216,566,259,566,259,593,216,593
721,571,752,571,752,593,721,593
753,571,796,571,796,595,753,595
169,651,233,651,233,680,169,680
238,651,328,654,327,682,237,679
332,654,404,654,404,683,332,683
408,664,419,664,419,681,408,681
691,664,728,664,728,691,691,691
732,665,787,665,787,692,732,692
168,736,230,736,230,758,168,758
233,737,275,737,275,760,233,760
720,748,745,748,745,769,720,769
748,748,787,748,787,771,748,771
166,769,212,769,212,792,166,792
214,769,272,769,272,793,214,793
339,803,421,806,420,833,338,830
473,808,496,808,496,832,473,832
419,809,470,809,470,833,419,833
497,812,544,812,544,835,497,835
595,811,678,811,678,843,595,843
545,814,595,814,595,838,545,838
214,849,249,849,249,878,214,878
252,851,300,851,300,875,252,875
304,852,369,852,369,878,304,878
232,916,294,916,294,939,232,939
380,918,508,917,509,940,380,942
297,920,355,920,355,942,297,942
