387,225,412,225,412,243,387,243
413,224,440,227,438,245,411,242
440,225,456,225,456,244,440,244
467,225,492,225,492,246,467,246
521,225,547,225,547,246,521,246
456,228,465,228,465,244,456,244
491,227,520,227,520,244,491,244
547,228,556,228,556,244,547,244
412,249,440,249,440,268,412,268
440,249,465,249,465,268,440,268
464,249,492,249,492,267,464,267
494,249,520,249,520,268,494,268
520,252,529,252,529,267,520,267
241,264,353,264,353,294,241,294
400,270,427,270,427,292,400,292
388,275,396,275,396,289,388,289
427,273,454,273,454,291,427,291
456,273,472,273,472,291,456,291
475,273,502,273,502,291,475,291
502,273,526,273,526,291,502,291
528,273,556,273,556,292,528,292
416,297,486,297,486,315,416,315
489,297,523,297,523,315,489,315
345,336,374,336,374,353,345,353
380,337,400,337,400,353,380,353
404,337,433,337,433,353,404,353
438,337,475,337,475,355,438,355
238,355,273,355,273,372,238,372
280,355,315,355,315,372,280,372
313,356,356,356,356,374,313,374
356,360,364,360,364,374,356,374
363,358,398,358,398,374,363,374
404,360,430,360,430,374,404,374
428,360,448,360,448,376,428,376
496,360,515,360,515,376,496,376
513,360,584,360,584,376,513,376
238,376,273,376,273,393,238,393
273,377,305,377,305,393,273,393
480,380,593,380,593,396,480,396
236,416,264,416,264,435,236,435
270,415,308,419,306,437,268,433
387,420,406,420,406,436,387,436
411,420,438,420,438,440,411,440
529,420,584,420,584,440,529,440
470,424,488,424,488,438,470,438
236,438,273,438,273,456,236,456
278,439,306,441,305,458,276,455
313,440,339,440,339,457,313,457
345,441,372,441,372,457,345,457
377,441,406,441,406,457,377,457
411,441,438,441,438,457,411,457
443,443,480,443,480,460,443,460
236,458,347,461,347,478,236,475
393,464,419,464,419,478,393,478
419,464,446,464,446,478,419,478
536,465,563,465,563,481,536,481
561,465,590,465,590,481,561,481
236,480,256,480,256,496,236,496
262,481,297,481,297,496,262,496
304,481,339,481,339,497,304,497
385,481,420,481,420,500,385,500
344,481,380,484,378,501,342,498
451,483,512,483,512,500,451,500
427,484,443,484,443,500,427,500
520,486,563,486,563,502,520,502
235,499,346,502,345,519,234,516
417,504,444,504,444,520,417,520
393,505,419,505,419,520,393,520
536,508,555,508,555,523,536,523
561,508,590,508,590,523,561,523
235,539,272,539,272,558,235,558
278,540,313,540,313,558,278,558
318,540,355,540,355,560,318,560
377,544,412,544,412,560,377,560
361,547,377,547,377,560,361,560
534,548,561,548,561,564,534,564
561,550,590,550,590,566,561,566
235,558,272,561,271,579,234,577
276,561,313,561,313,579,276,579
334,561,371,561,371,580,334,580
320,564,328,564,328,579,320,579
235,580,270,580,270,600,235,600
276,582,321,582,321,600,276,600
326,582,353,582,353,600,326,600
534,590,560,590,560,606,534,606
560,592,588,592,588,608,560,608
241,601,278,601,278,620,241,620
284,604,312,604,312,620,284,620
532,611,560,611,560,627,532,627
560,612,587,612,587,628,560,628
233,622,270,622,270,641,233,641
276,624,302,624,302,641,276,641
308,625,336,625,336,643,308,643
340,644,358,644,358,664,340,664
299,646,334,646,334,664,299,664
364,648,393,648,393,664,364,664
398,648,427,648,427,665,398,665
432,649,468,649,468,665,432,665
473,651,516,651,516,668,473,668
289,707,316,707,316,724,289,724
323,708,358,708,358,726,323,726
396,708,425,708,425,728,396,728
363,710,392,710,392,726,363,726
430,713,475,715,475,731,429,729
480,715,516,715,516,732,480,732
230,729,257,729,257,745,230,745
264,729,324,729,324,747,264,747
329,732,348,732,348,747,329,747
347,732,364,732,364,747,347,747
371,732,392,732,392,747,371,747
398,732,450,734,449,750,397,748
472,734,508,734,508,752,472,752
454,736,473,736,473,750,454,750
513,737,551,739,550,754,512,751
556,739,584,739,584,755,556,755
272,771,299,771,299,788,272,788
304,771,324,771,324,788,304,788
329,772,356,772,356,788,329,788
363,772,409,772,409,790,363,790
412,774,432,774,432,792,412,792
438,776,467,776,467,793,438,793
472,776,500,776,500,793,472,793
505,779,534,779,534,795,505,795
228,792,256,792,256,808,228,808
262,791,297,794,295,811,260,807
256,795,264,795,264,808,256,808
304,795,339,795,339,809,304,809
337,795,398,795,398,811,337,811
404,796,440,796,440,812,404,812
440,798,448,798,448,812,440,812
446,796,472,796,472,812,446,812
489,798,541,800,540,816,489,814
481,801,491,801,491,814,481,814
547,801,574,801,574,816,547,816
