456,152,480,152,480,176,456,176
336,153,364,153,364,171,336,171
364,153,395,153,395,174,364,174
393,155,416,155,416,176,393,176
414,155,432,155,432,174,414,174
478,154,523,158,521,180,476,175
520,155,542,155,542,176,520,176
430,156,459,156,459,179,430,179
345,179,363,179,363,198,345,198
364,179,387,179,387,200,364,200
465,179,483,179,483,198,465,198
385,180,409,180,409,200,385,200
444,180,467,180,467,201,444,201
486,182,494,182,494,198,486,198
494,180,521,180,521,198,494,198
409,182,446,182,446,204,409,204
521,184,531,184,531,200,521,200
176,191,304,195,303,227,175,223
344,206,352,206,352,224,344,224
356,204,387,204,387,225,356,225
387,205,418,208,417,227,385,225
417,206,438,206,438,227,417,227
438,206,470,206,470,227,438,227
470,206,499,206,499,228,470,228
512,206,534,206,534,227,512,227
500,209,512,209,512,227,500,227
374,232,401,232,401,252,374,252
398,232,462,232,462,252,398,252
460,232,499,232,499,254,460,254
299,275,331,275,331,296,299,296
336,276,358,276,358,294,336,294
364,276,395,276,395,296,364,296
401,278,443,278,443,296,401,296
172,294,214,294,214,315,172,315
220,296,260,296,260,315,220,315
260,297,312,297,312,320,260,320
308,299,358,299,358,320,308,320
364,302,385,302,385,318,364,318
384,302,412,302,412,320,384,320
467,302,564,302,564,320,467,320
172,318,214,318,214,340,172,340
212,321,251,321,251,337,212,337
495,326,574,326,574,344,495,344
449,328,497,328,497,344,449,344
172,364,204,364,204,387,172,387
211,364,256,369,253,391,209,386
345,372,368,372,368,392,345,392
372,372,404,372,404,393,372,393
505,372,564,372,564,392,505,392
438,374,459,374,459,390,438,390
172,390,195,390,195,408,172,408
201,390,233,390,233,411,201,411
240,390,281,390,281,414,240,414
288,395,316,395,316,412,288,412
316,395,376,395,376,414,316,414
419,396,449,396,449,414,419,414
400,398,419,398,419,416,400,416
457,398,478,398,478,414,457,414
384,401,393,401,393,414,384,414
171,413,232,415,231,434,170,431
232,415,299,418,299,436,231,433
353,420,374,420,374,436,353,436
382,420,411,420,411,436,382,436
540,420,572,420,572,438,540,438
513,422,534,422,534,438,513,438
171,438,204,438,204,456,171,456
240,436,292,440,291,463,238,458
211,440,232,440,232,457,211,457
297,443,344,443,344,459,297,459
355,443,385,443,385,459,355,459
448,443,513,443,513,460,448,460
390,444,411,444,411,460,390,460
417,444,448,444,448,460,417,460
171,461,299,463,299,482,170,479
353,465,374,465,374,483,353,483
380,467,411,467,411,483,380,483
457,470,467,470,467,484,457,484
512,468,540,468,540,484,512,484
540,468,571,468,571,484,540,484
171,486,193,486,193,502,171,502
512,491,534,491,534,508,512,508
540,491,571,491,571,508,540,508
171,531,214,531,214,553,171,553
220,531,262,531,262,553,220,553
268,531,310,531,310,553,268,553
336,534,376,534,376,553,336,553
316,536,329,536,329,552,316,552
510,539,532,539,532,555,510,555
539,539,571,539,571,556,539,556
171,555,214,555,214,576,171,576
220,555,262,555,262,577,220,577
286,553,328,555,327,576,285,574
268,558,278,558,278,574,268,574
500,561,561,561,561,579,500,579
169,579,212,579,212,600,169,600
278,579,308,579,308,600,278,600
219,580,270,580,270,598,219,598
510,585,532,585,532,601,510,601
539,585,571,585,571,603,539,603
179,603,222,603,222,624,179,624
228,604,259,604,259,622,228,622
510,608,534,608,534,625,510,625
531,609,569,609,569,627,531,627
219,625,251,625,251,648,219,648
169,627,212,627,212,648,169,648
257,628,288,628,288,646,257,646
294,649,316,649,316,670,294,670
248,651,288,651,288,672,248,672
321,651,353,651,353,668,321,668
360,651,392,651,392,672,360,672
398,651,438,651,438,670,398,670
444,652,492,652,492,672,444,672
236,720,267,720,267,742,236,742
360,720,392,720,392,742,360,742
273,721,313,721,313,740,273,740
321,721,353,721,353,742,321,742
396,722,447,724,446,742,396,740
452,723,494,723,494,745,452,745
207,748,275,746,275,764,208,766
283,747,321,747,321,764,283,764
331,747,352,747,352,764,331,764
360,747,417,747,417,764,360,764
443,747,483,747,483,764,443,764
424,748,444,748,444,764,424,764
168,750,198,750,198,766,168,766
491,750,531,750,531,766,491,766
537,750,568,750,568,769,537,769
216,792,249,792,249,814,216,814
283,792,315,792,315,812,283,812
321,792,372,792,372,812,321,812
443,792,475,792,475,814,443,814
254,793,278,793,278,812,254,812
377,793,398,793,398,811,377,811
406,795,436,795,436,812,406,812
480,795,512,795,512,812,480,812
252,817,292,817,292,835,252,835
292,817,360,817,360,835,292,835
368,817,406,817,406,833,368,833
408,819,416,819,416,833,408,833
414,817,443,817,443,835,414,835
462,817,521,817,521,835,462,835
165,820,196,818,198,836,166,838
198,820,206,820,206,835,198,835
206,819,244,819,244,836,206,836
452,820,464,820,464,835,452,835
526,820,558,820,558,836,526,836
