360,187,390,187,390,206,360,206
390,187,422,187,422,208,390,208
422,187,488,187,488,211,422,211
488,187,520,187,520,211,488,211
520,188,547,188,547,211,520,211
356,214,377,214,377,235,356,235
377,213,443,216,443,237,376,235
442,214,492,221,489,243,439,236
489,216,521,216,521,238,489,238
521,217,548,217,548,238,521,238
174,225,309,227,308,265,173,263
371,241,392,241,392,262,371,262
393,243,427,243,427,264,393,264
426,242,459,245,457,267,423,264
456,244,501,246,500,269,455,266
500,244,532,244,532,267,500,267
387,270,472,270,472,292,387,292
473,272,513,272,513,294,473,294
302,313,336,313,336,336,302,336
342,316,368,316,368,337,342,337
372,318,406,318,406,339,372,339
412,318,457,318,457,339,412,339
171,334,212,334,212,358,171,358
220,337,264,337,264,358,220,358
262,337,365,341,364,364,261,359
372,345,424,345,424,363,372,363
481,347,504,347,504,364,481,364
502,347,587,347,587,366,502,366
169,360,212,360,212,384,169,384
212,363,251,363,251,380,212,380
462,370,512,373,511,391,461,389
512,372,566,372,566,392,512,392
563,372,595,372,595,390,563,390
168,409,201,409,201,432,168,432
208,409,254,413,252,436,206,432
379,417,412,417,412,440,379,440
350,419,374,419,374,438,350,438
521,420,585,420,585,443,521,443
449,422,470,422,470,438,449,438
168,434,223,438,221,460,166,455
228,438,251,438,251,460,228,460
259,440,300,440,300,460,259,460
310,441,371,441,371,460,310,460
379,443,412,443,412,465,379,465
446,445,481,442,483,465,448,468
420,444,441,444,441,465,420,465
166,460,302,464,302,485,165,482
358,468,384,468,384,488,358,488
388,468,420,468,420,486,388,486
529,472,560,472,560,491,529,491
560,473,592,473,592,491,560,491
164,508,209,508,209,532,164,532
217,510,260,510,260,534,217,534
267,513,312,513,312,534,267,534
339,515,382,515,382,537,339,537
318,516,337,516,337,534,318,534
528,523,558,523,558,540,528,540
558,524,593,524,593,544,558,544
165,533,210,535,209,558,163,556
216,536,260,536,260,558,216,558
265,537,278,537,278,558,265,558
286,539,331,539,331,561,286,561
163,560,208,560,208,582,163,582
214,563,270,563,270,584,214,584
276,563,308,563,308,585,276,585
526,572,592,574,591,594,525,591
172,585,217,585,217,609,172,609
224,588,256,588,256,608,224,608
526,598,552,598,552,619,526,619
556,600,592,600,592,620,556,620
161,611,206,611,206,633,161,633
212,612,246,612,246,635,212,635
252,616,288,616,288,636,252,636
291,638,315,638,315,660,291,660
241,640,284,640,284,662,241,662
323,641,356,641,356,662,323,662
363,641,396,641,396,665,363,665
403,643,448,643,448,664,403,664
454,646,507,646,507,668,454,668
228,715,260,715,260,737,228,737
268,716,313,716,313,739,268,739
360,716,395,716,395,740,360,740
320,718,353,718,353,740,320,740
401,720,457,725,455,746,400,742
462,723,507,723,507,747,462,747
156,742,187,742,187,761,156,761
197,742,272,744,271,765,196,763
278,745,320,745,320,764,278,764
329,745,353,745,353,766,329,766
361,747,424,747,424,768,361,768
430,748,452,748,452,766,430,766
451,748,496,748,496,769,451,769
502,753,545,753,545,771,502,771
554,751,589,757,586,777,551,772
206,792,240,792,240,814,206,814
246,793,270,793,270,814,246,814
278,795,312,795,312,816,278,816
318,795,374,795,374,817,318,817
379,796,403,796,403,819,379,819
409,800,444,800,444,820,409,820
451,800,484,800,484,820,451,820
491,803,524,803,524,820,491,820
153,819,185,819,185,836,153,836
187,820,195,820,195,835,187,835
195,819,227,819,227,836,195,836
244,820,361,822,361,843,244,841
368,824,449,824,449,843,368,843
459,824,534,827,534,846,458,844
540,830,574,830,574,848,540,848
