444,174,475,174,475,195,444,195
473,174,497,174,497,193,473,193
395,177,424,177,424,196,395,196
422,177,446,177,446,196,422,196
368,179,395,179,395,195,368,195
457,198,488,198,488,219,457,219
486,197,519,200,517,219,484,217
446,201,456,201,456,217,446,217
350,201,366,201,366,220,350,220
366,201,390,201,390,222,366,222
390,201,417,201,417,219,390,219
417,201,443,201,443,220,417,220
190,219,308,219,308,251,190,251
437,223,476,225,475,245,435,242
476,224,504,224,504,241,476,241
361,225,380,225,380,244,361,244
382,225,411,225,411,243,382,243
409,225,435,225,435,243,409,243
452,248,489,248,489,265,452,265
400,249,454,249,454,267,400,267
377,251,400,251,400,267,377,267
304,291,334,291,334,308,304,308
368,291,396,291,396,308,368,308
401,291,441,291,441,307,401,307
340,292,361,292,361,308,340,308
464,312,556,312,556,329,464,329
270,313,324,313,324,331,270,331
188,315,225,315,225,332,188,332
232,315,270,315,270,331,232,331
323,315,360,315,360,331,323,331
368,315,387,315,387,331,368,331
385,315,412,315,412,331,385,331
491,332,564,332,564,350,491,350
188,336,225,336,225,355,188,355
448,336,494,336,494,352,448,352
233,337,260,337,260,353,233,353
227,340,233,340,233,352,227,352
502,376,558,376,558,393,502,393
188,379,217,379,217,398,188,398
224,378,264,380,263,399,223,396
374,381,404,378,406,396,376,399
350,380,371,380,371,396,350,396
440,380,457,380,457,395,440,395
188,401,227,401,227,419,188,419
270,401,307,401,307,420,270,420
315,400,352,402,351,421,314,419
358,401,395,401,395,419,358,419
404,401,467,401,467,417,404,417
475,401,504,401,504,419,475,419
233,404,264,404,264,419,233,419
536,422,567,420,569,436,537,439
512,422,532,422,532,438,512,438
187,424,272,424,272,441,187,441
385,424,414,424,414,440,385,440
459,425,467,425,467,438,459,438
272,425,307,425,307,441,272,441
360,425,380,425,380,441,360,441
235,465,275,465,275,488,235,488
539,465,569,465,569,481,539,481
188,467,228,467,228,488,188,488
280,467,318,467,318,484,280,484
344,467,380,467,380,484,344,484
512,467,534,467,534,483,512,483
328,470,337,470,337,484,328,484
235,488,275,488,275,510,235,510
299,488,337,488,337,508,299,508
188,489,230,489,230,510,188,510
281,491,291,491,291,507,281,507
291,510,318,510,318,529,291,529
513,510,540,510,540,526,513,526
540,510,571,510,571,526,540,526
188,512,228,512,228,531,188,531
235,512,283,512,283,529,235,529
540,531,571,531,571,548,540,548
513,532,536,532,536,548,513,548
198,534,236,534,236,553,198,553
244,536,273,536,273,553,244,553
523,555,542,555,542,571,523,571
540,555,571,555,571,571,540,571
188,556,230,556,230,577,188,577
236,556,265,556,265,576,236,576
272,558,300,558,300,576,272,576
405,577,444,575,445,593,406,595
307,577,328,577,328,596,307,596
371,577,400,577,400,596,371,596
451,577,497,577,497,593,451,593
262,579,299,579,299,596,262,596
334,579,363,579,363,595,334,595
508,622,572,622,572,640,508,640
213,625,246,623,247,644,215,647
252,624,302,624,302,644,252,644
307,622,346,625,345,643,306,641
427,624,454,624,454,640,427,640
188,628,208,628,208,644,188,644
371,644,411,644,411,664,371,664
224,648,272,648,272,667,224,667
288,648,355,648,355,665,288,665
187,649,217,649,217,667,187,667
273,651,289,651,289,665,273,665
355,651,361,651,361,662,355,662
415,668,574,666,574,684,416,686
259,672,289,669,290,687,261,690
289,670,310,670,310,688,289,688
187,672,209,672,209,692,187,692
216,673,254,673,254,691,216,691
372,737,404,737,404,758,372,758
464,737,504,737,504,758,464,758
252,739,281,739,281,758,252,758
289,739,328,739,328,758,289,758
334,739,364,739,364,756,334,756
409,738,458,740,457,758,408,756
456,761,494,761,494,779,456,779
547,761,577,761,577,779,547,779
374,763,430,763,430,780,374,780
436,763,456,763,456,779,436,779
502,763,540,763,540,779,502,779
225,764,291,764,291,784,225,784
297,764,318,764,318,782,297,782
318,764,336,764,336,780,318,780
344,764,366,764,366,780,344,780
188,768,216,768,216,784,188,784
456,806,488,806,488,827,456,827
336,808,385,808,385,827,336,827
392,808,412,808,412,825,392,825
492,808,524,808,524,825,492,825
270,809,294,809,294,830,270,830
299,809,329,809,329,827,299,827
419,809,449,809,449,825,419,825
233,811,264,811,264,828,233,828
382,832,430,832,430,849,382,849
428,832,457,832,457,848,428,848
476,832,540,832,540,848,476,848
539,832,571,832,571,848,539,848
308,833,376,833,376,851,308,851
465,833,476,833,476,848,465,848
188,835,216,835,216,851,188,851
219,836,224,836,224,849,219,849
225,835,256,835,256,852,225,852
270,835,310,835,310,851,270,851
256,840,260,840,260,849,256,849
